Plot Title: 4.1.2 Fagaalu 5.15.2024,,,,,,,,
#,"Date Time, GMT-11:00","Abs Pres, psi (LGR S/N: 20945532, SEN S/N: 20945532)","Temp, °F (LGR S/N: 20945532, SEN S/N: 20945532)",Coupler Detached (LGR S/N: 20945532),Coupler Attached (LGR S/N: 20945532),Host Connected (LGR S/N: 20945532),Stopped (LGR S/N: 20945532),End Of File (LGR S/N: 20945532)
41,5/15/2024 19:30,14.8258,80.029,,,,,
42,5/15/2024 19:45,14.8289,80.029,,,,,
43,5/15/2024 20:00,14.8305,80.029,,,,,
44,5/15/2024 20:15,14.8305,80.029,,,,,
45,5/15/2024 20:30,14.8289,80.029,,,,,
46,5/15/2024 20:45,14.8321,80.029,,,,,
47,5/15/2024 21:00,14.8321,80.029,,,,,
48,5/15/2024 21:15,14.8285,79.853,,,,,
49,5/15/2024 21:30,14.8301,79.853,,,,,
50,5/15/2024 21:45,14.8285,79.853,,,,,
51,5/15/2024 22:00,14.8255,79.853,,,,,
52,5/15/2024 22:15,14.8271,79.853,,,,,
53,5/15/2024 22:30,14.8285,79.853,,,,,
54,5/15/2024 22:45,14.8282,79.678,,,,,
55,5/15/2024 23:00,14.8298,79.678,,,,,
56,5/15/2024 23:15,14.825,79.678,,,,,
57,5/15/2024 23:30,14.8187,79.678,,,,,
58,5/15/2024 23:45,14.8445,79.853,,,,,
59,5/16/2024 0:00,14.9319,79.853,,,,,
60,5/16/2024 0:15,14.9253,79.678,,,,,
61,5/16/2024 0:30,14.9031,79.678,,,,,
62,5/16/2024 0:45,14.8962,79.502,,,,,
63,5/16/2024 1:00,14.8835,79.502,,,,,
64,5/16/2024 1:15,14.8883,79.502,,,,,
65,5/16/2024 1:30,14.8804,79.502,,,,,
66,5/16/2024 1:45,14.8656,79.326,,,,,
67,5/16/2024 2:00,14.8562,79.326,,,,,
68,5/16/2024 2:15,14.8482,79.326,,,,,
69,5/16/2024 2:30,14.8435,79.326,,,,,
70,5/16/2024 2:45,14.8355,79.326,,,,,
71,5/16/2024 3:00,14.8323,79.326,,,,,
72,5/16/2024 3:15,14.8275,79.326,,,,,
73,5/16/2024 3:30,14.8259,79.326,,,,,
74,5/16/2024 3:45,14.8211,79.326,,,,,
75,5/16/2024 4:00,14.8208,79.151,,,,,
76,5/16/2024 4:15,14.8208,79.151,,,,,
77,5/16/2024 4:30,14.8208,79.151,,,,,
78,5/16/2024 4:45,14.8176,79.151,,,,,
79,5/16/2024 5:00,14.8128,79.151,,,,,
80,5/16/2024 5:15,14.8144,79.151,,,,,
81,5/16/2024 5:30,14.8173,78.975,,,,,
82,5/16/2024 5:45,14.8142,78.975,,,,,
83,5/16/2024 6:00,14.8205,78.975,,,,,
84,5/16/2024 6:15,14.8284,78.975,,,,,
85,5/16/2024 6:30,14.8284,78.975,,,,,
86,5/16/2024 6:45,14.8268,78.975,,,,,
87,5/16/2024 7:00,14.8268,78.975,,,,,
88,5/16/2024 7:15,14.8316,78.975,,,,,
89,5/16/2024 7:30,14.8336,79.151,,,,,
90,5/16/2024 7:45,14.84,79.151,,,,,
91,5/16/2024 8:00,14.8368,79.151,,,,,
92,5/16/2024 8:15,14.84,79.151,,,,,
93,5/16/2024 8:30,14.8384,79.151,,,,,
94,5/16/2024 8:45,14.8435,79.326,,,,,
95,5/16/2024 9:00,14.8435,79.326,,,,,
96,5/16/2024 9:15,14.8437,79.502,,,,,
97,5/16/2024 9:30,14.8458,79.678,,,,,
98,5/16/2024 9:45,14.8426,79.678,,,,,
99,5/16/2024 10:00,14.8397,79.853,,,,,
100,5/16/2024 10:15,14.8385,80.029,,,,,
101,5/16/2024 10:30,14.8329,80.382,,,,,
102,5/16/2024 10:45,14.83,80.559,,,,,
103,5/16/2024 11:00,14.8291,80.911,,,,,
104,5/16/2024 11:15,14.8247,81.09,,,,,
105,5/16/2024 11:30,14.8234,81.266,,,,,
106,5/16/2024 11:45,14.8143,81.442,,,,,
107,5/16/2024 12:00,14.813,81.621,,,,,
108,5/16/2024 12:15,14.8086,81.797,,,,,
109,5/16/2024 12:30,14.8057,81.975,,,,,
110,5/16/2024 12:45,14.803,82.152,,,,,
111,5/16/2024 13:00,14.7934,82.152,,,,,
112,5/16/2024 13:15,14.7902,82.152,,,,,
113,5/16/2024 13:30,14.7854,82.152,,,,,
114,5/16/2024 13:45,14.7779,82.33,,,,,
115,5/16/2024 14:00,14.7747,82.33,,,,,
116,5/16/2024 14:15,14.7715,82.33,,,,,
117,5/16/2024 14:30,14.7663,82.152,,,,,
118,5/16/2024 14:45,14.766,81.975,,,,,
119,5/16/2024 15:00,14.7656,81.797,,,,,
120,5/16/2024 15:15,14.7605,81.621,,,,,
121,5/16/2024 15:30,14.7634,81.442,,,,,
122,5/16/2024 15:45,14.763,81.266,,,,,
123,5/16/2024 16:00,14.7622,80.911,,,,,
124,5/16/2024 16:15,14.7619,80.735,,,,,
125,5/16/2024 16:30,14.7631,80.559,,,,,
126,5/16/2024 16:45,14.7708,80.382,,,,,
127,5/16/2024 17:00,14.7735,80.206,,,,,
128,5/16/2024 17:15,14.7796,80.029,,,,,
129,5/16/2024 17:30,14.7796,80.029,,,,,
130,5/16/2024 17:45,14.784,79.853,,,,,
131,5/16/2024 18:00,14.7853,79.678,,,,,
132,5/16/2024 18:15,14.7853,79.678,,,,,
133,5/16/2024 18:30,14.785,79.502,,,,,
134,5/16/2024 18:45,14.785,79.502,,,,,
135,5/16/2024 19:00,14.7882,79.502,,,,,
136,5/16/2024 19:15,14.7909,79.326,,,,,
137,5/16/2024 19:30,14.7909,79.326,,,,,
138,5/16/2024 19:45,14.7957,79.326,,,,,
139,5/16/2024 20:00,14.8001,79.151,,,,,
140,5/16/2024 20:15,14.8017,79.151,,,,,
141,5/16/2024 20:30,14.8017,79.151,,,,,
142,5/16/2024 20:45,14.8017,79.151,,,,,
143,5/16/2024 21:00,14.7982,78.975,,,,,
144,5/16/2024 21:15,14.803,78.975,,,,,
145,5/16/2024 21:30,14.8046,78.975,,,,,
146,5/16/2024 21:45,14.8014,78.975,,,,,
147,5/16/2024 22:00,14.7998,78.975,,,,,
148,5/16/2024 22:15,14.7995,78.8,,,,,
149,5/16/2024 22:30,14.7979,78.8,,,,,
150,5/16/2024 22:45,14.8027,78.8,,,,,
151,5/16/2024 23:00,14.7979,78.8,,,,,
152,5/16/2024 23:15,14.7963,78.8,,,,,
153,5/16/2024 23:30,14.7963,78.8,,,,,
154,5/16/2024 23:45,14.7915,78.8,,,,,
155,5/17/2024 0:00,14.7867,78.8,,,,,
156,5/17/2024 0:15,14.7899,78.8,,,,,
157,5/17/2024 0:30,14.7851,78.8,,,,,
158,5/17/2024 0:45,14.7836,78.8,,,,,
159,5/17/2024 1:00,14.7788,78.8,,,,,
160,5/17/2024 1:15,14.7772,78.8,,,,,
161,5/17/2024 1:30,14.7721,78.624,,,,,
162,5/17/2024 1:45,14.7737,78.624,,,,,
163,5/17/2024 2:00,14.7705,78.624,,,,,
164,5/17/2024 2:15,14.7705,78.624,,,,,
165,5/17/2024 2:30,14.7673,78.624,,,,,
166,5/17/2024 2:45,14.7641,78.624,,,,,
167,5/17/2024 3:00,14.7625,78.624,,,,,
168,5/17/2024 3:15,14.7641,78.624,,,,,
169,5/17/2024 3:30,14.7641,78.624,,,,,
170,5/17/2024 3:45,14.7657,78.624,,,,,
171,5/17/2024 4:00,14.7609,78.624,,,,,
172,5/17/2024 4:15,14.7625,78.624,,,,,
173,5/17/2024 4:30,14.7673,78.624,,,,,
174,5/17/2024 4:45,14.7705,78.624,,,,,
175,5/17/2024 5:00,14.7689,78.624,,,,,
176,5/17/2024 5:15,14.7673,78.624,,,,,
177,5/17/2024 5:30,14.7657,78.624,,,,,
178,5/17/2024 5:45,14.7748,78.449,,,,,
179,5/17/2024 6:00,14.7796,78.449,,,,,
180,5/17/2024 6:15,14.7796,78.449,,,,,
181,5/17/2024 6:30,14.7778,78.274,,,,,
182,5/17/2024 6:45,14.7734,78.449,,,,,
183,5/17/2024 7:00,14.7702,78.449,,,,,
184,5/17/2024 7:15,14.7686,78.449,,,,,
185,5/17/2024 7:30,14.759,78.449,,,,,
186,5/17/2024 7:45,14.7654,78.449,,,,,
187,5/17/2024 8:00,14.767,78.449,,,,,
188,5/17/2024 8:15,14.7686,78.449,,,,,
189,5/17/2024 8:30,14.7689,78.624,,,,,
190,5/17/2024 8:45,14.774,78.8,,,,,
191,5/17/2024 9:00,14.774,78.8,,,,,
192,5/17/2024 9:15,14.7808,78.975,,,,,
193,5/17/2024 9:30,14.7822,78.975,,,,,
194,5/17/2024 9:45,14.7859,79.151,,,,,
195,5/17/2024 10:00,14.7846,79.326,,,,,
196,5/17/2024 10:15,14.7882,79.502,,,,,
197,5/17/2024 10:30,14.7949,79.678,,,,,
198,5/17/2024 10:45,14.7872,79.853,,,,,
199,5/17/2024 11:00,14.784,79.853,,,,,
200,5/17/2024 11:15,14.7808,79.853,,,,,
201,5/17/2024 11:30,14.7764,80.029,,,,,
202,5/17/2024 11:45,14.7788,80.382,,,,,
203,5/17/2024 12:00,14.7759,80.559,,,,,
204,5/17/2024 12:15,14.7631,80.559,,,,,
205,5/17/2024 12:30,14.7585,80.559,,,,,
206,5/17/2024 12:45,14.7937,80.735,,,,,
207,5/17/2024 13:00,14.8068,80.911,,,,,
208,5/17/2024 13:15,14.8136,81.09,,,,,
209,5/17/2024 13:30,14.7982,80.559,,,,,
210,5/17/2024 13:45,14.7867,80.382,,,,,
211,5/17/2024 14:00,14.7751,80.206,,,,,
212,5/17/2024 14:15,14.7685,80.029,,,,,
213,5/17/2024 14:30,14.7698,79.853,,,,,
214,5/17/2024 14:45,14.7746,79.853,,,,,
215,5/17/2024 15:00,14.7746,79.853,,,,,
216,5/17/2024 15:15,14.7698,79.853,,,,,
217,5/17/2024 15:30,14.7661,79.678,,,,,
218,5/17/2024 15:45,14.7661,79.678,,,,,
219,5/17/2024 16:00,14.7709,79.678,,,,,
220,5/17/2024 16:15,14.7773,79.678,,,,,
221,5/17/2024 16:30,14.7789,79.678,,,,,
222,5/17/2024 16:45,14.7773,79.678,,,,,
223,5/17/2024 17:00,14.7738,79.502,,,,,
224,5/17/2024 17:15,14.777,79.502,,,,,
225,5/17/2024 17:30,14.777,79.502,,,,,
226,5/17/2024 17:45,14.7754,79.502,,,,,
227,5/17/2024 18:00,14.7786,79.502,,,,,
228,5/17/2024 18:15,14.7766,79.326,,,,,
229,5/17/2024 18:30,14.7798,79.326,,,,,
230,5/17/2024 18:45,14.7814,79.326,,,,,
231,5/17/2024 19:00,14.783,79.326,,,,,
232,5/17/2024 19:15,14.7862,79.326,,,,,
233,5/17/2024 19:30,14.7878,79.326,,,,,
234,5/17/2024 19:45,14.7894,79.326,,,,,
235,5/17/2024 20:00,14.7894,79.326,,,,,
236,5/17/2024 20:15,14.7938,79.151,,,,,
237,5/17/2024 20:30,14.7954,79.151,,,,,
238,5/17/2024 20:45,14.797,79.151,,,,,
239,5/17/2024 21:00,14.7986,79.151,,,,,
240,5/17/2024 21:15,14.797,79.151,,,,,
241,5/17/2024 21:30,14.7986,79.151,,,,,
242,5/17/2024 21:45,14.8001,79.151,,,,,
243,5/17/2024 22:00,14.8001,79.151,,,,,
244,5/17/2024 22:15,14.797,79.151,,,,,
245,5/17/2024 22:30,14.7938,79.151,,,,,
246,5/17/2024 22:45,14.7938,79.151,,,,,
247,5/17/2024 23:00,14.7891,79.151,,,,,
248,5/17/2024 23:15,14.7875,79.151,,,,,
249,5/17/2024 23:30,14.7854,78.975,,,,,
250,5/17/2024 23:45,14.7838,78.975,,,,,
251,5/18/2024 0:00,14.7808,78.975,,,,,
252,5/18/2024 0:15,14.7822,78.975,,,,,
253,5/18/2024 0:30,14.7808,78.975,,,,,
254,5/18/2024 0:45,14.7822,78.975,,,,,
255,5/18/2024 1:00,14.7808,78.975,,,,,
256,5/18/2024 1:15,14.7792,78.975,,,,,
257,5/18/2024 1:30,14.7744,78.975,,,,,
258,5/18/2024 1:45,14.7776,78.975,,,,,
259,5/18/2024 2:00,14.776,78.975,,,,,
260,5/18/2024 2:15,14.7792,78.975,,,,,
261,5/18/2024 2:30,14.7744,78.975,,,,,
262,5/18/2024 2:45,14.7696,78.975,,,,,
263,5/18/2024 3:00,14.7708,78.8,,,,,
264,5/18/2024 3:15,14.7708,78.8,,,,,
265,5/18/2024 3:30,14.7692,78.8,,,,,
266,5/18/2024 3:45,14.766,78.8,,,,,
267,5/18/2024 4:00,14.7692,78.8,,,,,
268,5/18/2024 4:15,14.7664,78.975,,,,,
269,5/18/2024 4:30,14.768,78.975,,,,,
270,5/18/2024 4:45,14.7712,78.975,,,,,
271,5/18/2024 5:00,14.7696,78.975,,,,,
272,5/18/2024 5:15,14.7692,78.8,,,,,
273,5/18/2024 5:30,14.7692,78.8,,,,,
274,5/18/2024 5:45,14.7708,78.8,,,,,
275,5/18/2024 6:00,14.7721,78.624,,,,,
276,5/18/2024 6:15,14.7737,78.624,,,,,
277,5/18/2024 6:30,14.7753,78.624,,,,,
278,5/18/2024 6:45,14.7769,78.624,,,,,
279,5/18/2024 7:00,14.7817,78.624,,,,,
280,5/18/2024 7:15,14.7817,78.624,,,,,
281,5/18/2024 7:30,14.7849,78.624,,,,,
282,5/18/2024 7:45,14.7865,78.624,,,,,
283,5/18/2024 8:00,14.7915,78.8,,,,,
284,5/18/2024 8:15,14.7915,78.8,,,,,
285,5/18/2024 8:30,14.7966,78.975,,,,,
286,5/18/2024 8:45,14.7982,78.975,,,,,
287,5/18/2024 9:00,14.7954,79.151,,,,,
288,5/18/2024 9:15,14.7957,79.326,,,,,
289,5/18/2024 9:30,14.7928,79.502,,,,,
290,5/18/2024 9:45,14.7882,79.502,,,,,
291,5/18/2024 10:00,14.7885,79.678,,,,,
292,5/18/2024 10:15,14.7872,79.853,,,,,
293,5/18/2024 10:30,14.786,80.029,,,,,
294,5/18/2024 10:45,14.7847,80.206,,,,,
295,5/18/2024 11:00,14.782,80.382,,,,,
296,5/18/2024 11:15,14.7822,80.559,,,,,
297,5/18/2024 11:30,14.7827,80.735,,,,,
298,5/18/2024 11:45,14.7827,80.735,,,,,
299,5/18/2024 12:00,14.7779,80.735,,,,,
300,5/18/2024 12:15,14.7769,81.09,,,,,
301,5/18/2024 12:30,14.7744,81.442,,,,,
302,5/18/2024 12:45,14.7712,81.442,,,,,
303,5/18/2024 13:00,14.7666,81.442,,,,,
304,5/18/2024 13:15,14.765,81.442,,,,,
305,5/18/2024 13:30,14.7602,81.442,,,,,
306,5/18/2024 13:45,14.7566,81.266,,,,,
307,5/18/2024 14:00,14.7534,81.266,,,,,
308,5/18/2024 14:15,14.7518,81.266,,,,,
309,5/18/2024 14:30,14.7486,81.266,,,,,
310,5/18/2024 14:45,14.7483,81.09,,,,,
311,5/18/2024 15:00,14.7483,81.09,,,,,
312,5/18/2024 15:15,14.7483,81.09,,,,,
313,5/18/2024 15:30,14.7456,81.266,,,,,
314,5/18/2024 15:45,14.7442,81.442,,,,,
315,5/18/2024 16:00,14.744,81.266,,,,,
316,5/18/2024 16:15,14.7448,80.911,,,,,
317,5/18/2024 16:30,14.7476,80.735,,,,,
318,5/18/2024 16:45,14.7489,80.559,,,,,
319,5/18/2024 17:00,14.7505,80.559,,,,,
320,5/18/2024 17:15,14.7532,80.382,,,,,
321,5/18/2024 17:30,14.7532,80.382,,,,,
322,5/18/2024 17:45,14.7561,80.206,,,,,
323,5/18/2024 18:00,14.7545,80.206,,,,,
324,5/18/2024 18:15,14.7561,80.206,,,,,
325,5/18/2024 18:30,14.7589,80.029,,,,,
326,5/18/2024 18:45,14.7589,80.029,,,,,
327,5/18/2024 19:00,14.7621,80.029,,,,,
328,5/18/2024 19:15,14.7669,80.029,,,,,
329,5/18/2024 19:30,14.7701,80.029,,,,,
330,5/18/2024 19:45,14.773,79.853,,,,,
331,5/18/2024 20:00,14.7746,79.853,,,,,
332,5/18/2024 20:15,14.7746,79.853,,,,,
333,5/18/2024 20:30,14.7778,79.853,,,,,
334,5/18/2024 20:45,14.7778,79.853,,,,,
335,5/18/2024 21:00,14.7808,79.853,,,,,
336,5/18/2024 21:15,14.7808,79.853,,,,,
337,5/18/2024 21:30,14.7824,79.853,,,,,
338,5/18/2024 21:45,14.7793,79.853,,,,,
339,5/18/2024 22:00,14.7808,79.853,,,,,
340,5/18/2024 22:15,14.7824,79.853,,,,,
341,5/18/2024 22:30,14.784,79.853,,,,,
342,5/18/2024 22:45,14.7856,79.853,,,,,
343,5/18/2024 23:00,14.784,79.853,,,,,
344,5/18/2024 23:15,14.7856,79.853,,,,,
345,5/18/2024 23:30,14.7805,79.678,,,,,
346,5/18/2024 23:45,14.7821,79.678,,,,,
347,5/19/2024 0:00,14.7789,79.678,,,,,
348,5/19/2024 0:15,14.7821,79.678,,,,,
349,5/19/2024 0:30,14.7805,79.678,,,,,
350,5/19/2024 0:45,14.7789,79.678,,,,,
351,5/19/2024 1:00,14.7789,79.678,,,,,
352,5/19/2024 1:15,14.7757,79.678,,,,,
353,5/19/2024 1:30,14.7757,79.678,,,,,
354,5/19/2024 1:45,14.7741,79.678,,,,,
355,5/19/2024 2:00,14.7725,79.678,,,,,
356,5/19/2024 2:15,14.7706,79.502,,,,,
357,5/19/2024 2:30,14.769,79.502,,,,,
358,5/19/2024 2:45,14.7659,79.502,,,,,
359,5/19/2024 3:00,14.7659,79.502,,,,,
360,5/19/2024 3:15,14.7643,79.502,,,,,
361,5/19/2024 3:30,14.7643,79.502,,,,,
362,5/19/2024 3:45,14.7643,79.502,,,,,
363,5/19/2024 4:00,14.7675,79.502,,,,,
364,5/19/2024 4:15,14.7675,79.502,,,,,
365,5/19/2024 4:30,14.7675,79.502,,,,,
366,5/19/2024 4:45,14.7722,79.502,,,,,
367,5/19/2024 5:00,14.7722,79.502,,,,,
368,5/19/2024 5:15,14.769,79.502,,,,,
369,5/19/2024 5:30,14.7722,79.502,,,,,
370,5/19/2024 5:45,14.7706,79.502,,,,,
371,5/19/2024 6:00,14.7894,79.326,,,,,
372,5/19/2024 6:15,14.8008,79.502,,,,,
373,5/19/2024 6:30,14.7981,79.678,,,,,
374,5/19/2024 6:45,14.7976,79.502,,,,,
375,5/19/2024 7:00,14.7944,79.502,,,,,
376,5/19/2024 7:15,14.796,79.502,,,,,
377,5/19/2024 7:30,14.7949,79.678,,,,,
378,5/19/2024 7:45,14.7866,79.502,,,,,
379,5/19/2024 8:00,14.7882,79.502,,,,,
380,5/19/2024 8:15,14.7882,79.502,,,,,
381,5/19/2024 8:30,14.7933,79.678,,,,,
382,5/19/2024 8:45,14.7965,79.678,,,,,
383,5/19/2024 9:00,14.7968,79.853,,,,,
384,5/19/2024 9:15,14.7968,79.853,,,,,
385,5/19/2024 9:30,14.794,80.029,,,,,
386,5/19/2024 9:45,14.7924,80.029,,,,,
387,5/19/2024 10:00,14.7895,80.206,,,,,
388,5/19/2024 10:15,14.7902,80.559,,,,,
389,5/19/2024 10:30,14.7909,80.911,,,,,
390,5/19/2024 10:45,14.7865,81.09,,,,,
391,5/19/2024 11:00,14.784,81.442,,,,,
392,5/19/2024 11:15,14.7828,81.621,,,,,
393,5/19/2024 11:30,14.7799,81.797,,,,,
394,5/19/2024 11:45,14.7775,82.152,,,,,
395,5/19/2024 12:00,14.775,82.508,,,,,
396,5/19/2024 12:15,14.769,82.686,,,,,
397,5/19/2024 12:30,14.765,83.043,,,,,
398,5/19/2024 12:45,14.7669,83.221,,,,,
399,5/19/2024 13:00,14.7641,83.399,,,,,
400,5/19/2024 13:15,14.7609,83.399,,,,,
401,5/19/2024 13:30,14.7573,83.221,,,,,
402,5/19/2024 13:45,14.7586,83.043,,,,,
403,5/19/2024 14:00,14.755,82.864,,,,,
404,5/19/2024 14:15,14.7518,82.864,,,,,
405,5/19/2024 14:30,14.7518,82.864,,,,,
406,5/19/2024 14:45,14.7502,82.864,,,,,
407,5/19/2024 15:00,14.7467,82.686,,,,,
408,5/19/2024 15:15,14.7432,82.508,,,,,
409,5/19/2024 15:30,14.7425,82.152,,,,,
410,5/19/2024 15:45,14.7453,81.975,,,,,
411,5/19/2024 16:00,14.7466,81.797,,,,,
412,5/19/2024 16:15,14.7458,81.442,,,,,
413,5/19/2024 16:30,14.7471,81.266,,,,,
414,5/19/2024 16:45,14.7483,81.09,,,,,
415,5/19/2024 17:00,14.7496,80.911,,,,,
416,5/19/2024 17:15,14.754,80.735,,,,,
417,5/19/2024 17:30,14.7556,80.735,,,,,
418,5/19/2024 17:45,14.7585,80.559,,,,,
419,5/19/2024 18:00,14.7569,80.559,,,,,
420,5/19/2024 18:15,14.7612,80.382,,,,,
421,5/19/2024 18:30,14.7612,80.382,,,,,
422,5/19/2024 18:45,14.7628,80.382,,,,,
423,5/19/2024 19:00,14.7673,80.206,,,,,
424,5/19/2024 19:15,14.7719,80.206,,,,,
425,5/19/2024 19:30,14.7751,80.206,,,,,
426,5/19/2024 19:45,14.7701,80.029,,,,,
427,5/19/2024 20:00,14.7748,80.029,,,,,
428,5/19/2024 20:15,14.778,80.029,,,,,
429,5/19/2024 20:30,14.778,80.029,,,,,
430,5/19/2024 20:45,14.7812,80.029,,,,,
431,5/19/2024 21:00,14.784,79.853,,,,,
432,5/19/2024 21:15,14.7824,79.853,,,,,
433,5/19/2024 21:30,14.7856,79.853,,,,,
434,5/19/2024 21:45,14.784,79.853,,,,,
435,5/19/2024 22:00,14.7837,79.678,,,,,
436,5/19/2024 22:15,14.7805,79.678,,,,,
437,5/19/2024 22:30,14.7869,79.678,,,,,
438,5/19/2024 22:45,14.7837,79.678,,,,,
439,5/19/2024 23:00,14.7837,79.678,,,,,
440,5/19/2024 23:15,14.7818,79.502,,,,,
441,5/19/2024 23:30,14.7818,79.502,,,,,
442,5/19/2024 23:45,14.7802,79.502,,,,,
443,5/20/2024 0:00,14.7786,79.502,,,,,
444,5/20/2024 0:15,14.7786,79.502,,,,,
445,5/20/2024 0:30,14.7818,79.502,,,,,
446,5/20/2024 0:45,14.7786,79.502,,,,,
447,5/20/2024 1:00,14.777,79.502,,,,,
448,5/20/2024 1:15,14.7754,79.502,,,,,
449,5/20/2024 1:30,14.7757,79.678,,,,,
450,5/20/2024 1:45,14.7757,79.678,,,,,
451,5/20/2024 2:00,14.7725,79.678,,,,,
452,5/20/2024 2:15,14.7741,79.678,,,,,
453,5/20/2024 2:30,14.7741,79.678,,,,,
454,5/20/2024 2:45,14.7821,79.678,,,,,
455,5/20/2024 3:00,14.8506,79.678,,,,,
456,5/20/2024 3:15,14.8413,79.853,,,,,
457,5/20/2024 3:30,14.8365,79.853,,,,,
458,5/20/2024 3:45,14.825,79.678,,,,,
459,5/20/2024 4:00,14.8184,79.502,,,,,
460,5/20/2024 4:15,14.8104,79.502,,,,,
461,5/20/2024 4:30,14.8056,79.502,,,,,
462,5/20/2024 4:45,14.7992,79.502,,,,,
463,5/20/2024 5:00,14.7944,79.502,,,,,
464,5/20/2024 5:15,14.7896,79.502,,,,,
465,5/20/2024 5:30,14.7866,79.502,,,,,
466,5/20/2024 5:45,14.7866,79.502,,,,,
467,5/20/2024 6:00,14.7866,79.502,,,,,
468,5/20/2024 6:15,14.7882,79.502,,,,,
469,5/20/2024 6:30,14.7909,79.326,,,,,
470,5/20/2024 6:45,14.7909,79.326,,,,,
471,5/20/2024 7:00,14.7925,79.326,,,,,
472,5/20/2024 7:15,14.7941,79.326,,,,,
473,5/20/2024 7:30,14.7957,79.326,,,,,
474,5/20/2024 7:45,14.7957,79.326,,,,,
475,5/20/2024 8:00,14.7957,79.326,,,,,
476,5/20/2024 8:15,14.7976,79.502,,,,,
477,5/20/2024 8:30,14.7992,79.502,,,,,
478,5/20/2024 8:45,14.7997,79.678,,,,,
479,5/20/2024 9:00,14.7997,79.678,,,,,
480,5/20/2024 9:15,14.8015,79.853,,,,,
481,5/20/2024 9:30,14.8018,80.029,,,,,
482,5/20/2024 9:45,14.8055,80.206,,,,,
483,5/20/2024 10:00,14.7994,80.382,,,,,
484,5/20/2024 10:15,14.7998,80.559,,,,,
485,5/20/2024 10:30,14.7973,80.911,,,,,
486,5/20/2024 10:45,14.7912,81.09,,,,,
487,5/20/2024 11:00,14.7904,81.442,,,,,
488,5/20/2024 11:15,14.7879,81.797,,,,,
489,5/20/2024 11:30,14.787,82.152,,,,,
490,5/20/2024 11:45,14.7793,82.33,,,,,
491,5/20/2024 12:00,14.7766,82.508,,,,,
492,5/20/2024 12:15,14.769,82.686,,,,,
493,5/20/2024 12:30,14.7659,82.686,,,,,
494,5/20/2024 12:45,14.7595,82.686,,,,,
495,5/20/2024 13:00,14.7595,82.686,,,,,
496,5/20/2024 13:15,14.755,82.864,,,,,
497,5/20/2024 13:30,14.7538,83.043,,,,,
498,5/20/2024 13:45,14.7506,83.043,,,,,
499,5/20/2024 14:00,14.7474,83.043,,,,,
500,5/20/2024 14:15,14.747,82.864,,,,,
501,5/20/2024 14:30,14.7432,82.508,,,,,
502,5/20/2024 14:45,14.7435,82.686,,,,,
503,5/20/2024 15:00,14.7432,82.508,,,,,
504,5/20/2024 15:15,14.7432,82.508,,,,,
